_id,Empid,skillName,Proficiency,__v
660bc7802e1f83fa6a7b2825,Emp_38,MongoDB,Advance,
660bc7802e1f83fa6a7b2827,Emp_38,React,Beginner,
660bc7802e1f83fa6a7b284b,Emp_47,Flask,Expert,
660bc7802e1f83fa6a7b2874,Emp_58,MySQL,Intermidiate,
660bc7802e1f83fa6a7b2891,Emp_65,Node.js,Intermidiate,
660bc7802e1f83fa6a7b2896,Emp_66,Node.js,Intermidiate,
660bc7802e1f83fa6a7b28a2,Emp_69,Prototyping,Advance,
660bc7802e1f83fa6a7b28a4,Emp_70,MongoDB,Intermidiate,
660bc7802e1f83fa6a7b28a6,Emp_70,Documentation,Advance,
660bc7802e1f83fa6a7b28cd,Emp_80,Problem Solving,Expert,
660bc7802e1f83fa6a7b28d2,Emp_81,CI/CD,Beginner,
660bc7802e1f83fa6a7b28d5,Emp_82,Kubernetes,Advance,
660bc7802e1f83fa6a7b2902,Emp_93,DevOps,Intermidiate,
660bc7802e1f83fa6a7b2913,Emp_97,Troubleshooting,Advance,
660bc7802e1f83fa6a7b291c,Emp_100,Swift,Expert,
660bc7802e1f83fa6a7b2920,Emp_101,Cybersecurity,Advance,
660bc7802e1f83fa6a7b294f,Emp_112,Information Security,Expert,
660bc7802e1f83fa6a7b2958,Emp_115,Machine Learning,Intermidiate,
660bc7802e1f83fa6a7b2961,Emp_117,Machine Learning,Intermidiate,
660bc7802e1f83fa6a7b2962,Emp_117,Troubleshooting,Advance,
660bc7802e1f83fa6a7b2969,Emp_119,Behavior-Driven Development,Intermidiate,
660bc7802e1f83fa6a7b296f,Emp_120,MongoDB,Intermidiate,
660bc7802e1f83fa6a7b27b5,Emp_10,Technical Writing,Intermidiate,
660bc7802e1f83fa6a7b27b7,Emp_10,MySQL,Intermidiate,
660bc7802e1f83fa6a7b27cc,Emp_16,Responsive Design,Intermidiate,
660bc7802e1f83fa6a7b27e4,Emp_22,Django,Expert,
660bc7802e1f83fa6a7b2805,Emp_30,Containerization,Advance,
660bc7802e1f83fa6a7b2826,Emp_38,Kubernetes,Expert,
660bc7802e1f83fa6a7b283c,Emp_44,NoSQL,Advance,
660bc7802e1f83fa6a7b2855,Emp_50,Continuous Deployment,Advance,
660bc7802e1f83fa6a7b285c,Emp_52,Wireframing,Expert,
660bc7802e1f83fa6a7b2861,Emp_53,Continuous Deployment,Advance,
660bc7802e1f83fa6a7b2867,Emp_54,Microservices,Intermidiate,
660bc7802e1f83fa6a7b286a,Emp_55,Agile Methodologies,Intermidiate,
660bc7802e1f83fa6a7b2872,Emp_57,Objective-C,Expert,
660bc7802e1f83fa6a7b2884,Emp_62,Machine Learning,Intermidiate,
660bc7802e1f83fa6a7b289c,Emp_68,Test-Driven Development,Intermidiate,
660bc7802e1f83fa6a7b28a1,Emp_69,Documentation,Beginner,
660bc7802e1f83fa6a7b28a9,Emp_71,CSS,Advance,
660bc7802e1f83fa6a7b28ae,Emp_72,Business Analysis,Beginner,
660bc7802e1f83fa6a7b28c5,Emp_78,Requirements Analysis,Expert,
660bc7802e1f83fa6a7b28c7,Emp_78,Collaboration,Advance,
660bc7802e1f83fa6a7b28df,Emp_84,Agile Methodologies,Advance,
660bc7802e1f83fa6a7b28ec,Emp_88,Cybersecurity,Intermidiate,
660bc7802e1f83fa6a7b28f3,Emp_89,CSS,Expert,
660bc7802e1f83fa6a7b290d,Emp_96,Azure,Expert,
660bc7802e1f83fa6a7b2917,Emp_98,CSS,Intermidiate,
660bc7802e1f83fa6a7b2922,Emp_101,Java,Expert,
660bc7802e1f83fa6a7b2926,Emp_102,User Stories,Expert,
660bc7802e1f83fa6a7b2929,Emp_103,Prototyping,Expert,
660bc7802e1f83fa6a7b293a,Emp_107,Kotlin,Beginner,
660bc7802e1f83fa6a7b294e,Emp_112,Continuous Deployment,Intermidiate,
660bc7802e1f83fa6a7b2952,Emp_113,React,Expert,
660bc7802e1f83fa6a7b2957,Emp_114,Network Security,Advance,
660bc7802e1f83fa6a7b2965,Emp_118,GraphQL,Beginner,
660bc7802e1f83fa6a7b296a,Emp_119,Wireframing,Expert,
660bc7802e1f83fa6a7b296e,Emp_120,Agile Product Management,Beginner,
660bc7802e1f83fa6a7b2797,Emp_2,Artificial Intelligence,Expert,
660bc7802e1f83fa6a7b2798,Emp_3,Git,Intermidiate,
660bc7802e1f83fa6a7b27a1,Emp_5,Continuous Deployment,Beginner,
660bc7802e1f83fa6a7b27c7,Emp_14,Technical Writing,Beginner,
660bc7802e1f83fa6a7b27c9,Emp_15,Django,Intermidiate,
660bc7802e1f83fa6a7b2822,Emp_37,HTML,Advance,
660bc7802e1f83fa6a7b2829,Emp_39,GraphQL,Beginner,
660bc7802e1f83fa6a7b2863,Emp_53,MySQL,Expert,
660bc7802e1f83fa6a7b2864,Emp_54,Requirements Analysis,Expert,
660bc7802e1f83fa6a7b2866,Emp_54,Artificial Intelligence,Advance,
660bc7802e1f83fa6a7b286f,Emp_56,HTML,Beginner,
660bc7802e1f83fa6a7b2871,Emp_57,User Research,Expert,
660bc7802e1f83fa6a7b2898,Emp_67,Kotlin,Expert,
660bc7802e1f83fa6a7b28bd,Emp_76,Product Management,Beginner,
660bc7802e1f83fa6a7b28cf,Emp_80,Communication,Intermidiate,
660bc7802e1f83fa6a7b28e1,Emp_85,PHP,Intermidiate,
660bc7802e1f83fa6a7b28ef,Emp_88,Requirements Analysis,Beginner,
660bc7802e1f83fa6a7b292f,Emp_104,User Stories,Intermidiate,
660bc7802e1f83fa6a7b2937,Emp_106,Requirements Analysis,Beginner,
660bc7802e1f83fa6a7b293d,Emp_108,JavaScript,Advance,
660bc7802e1f83fa6a7b2942,Emp_109,Ruby,Beginner,
660bc7802e1f83fa6a7b295d,Emp_116,Cybersecurity,Intermidiate,
660bc7802e1f83fa6a7b296b,Emp_119,Python,Expert,
660bc7802e1f83fa6a7b2970,Emp_121,User Stories,Intermidiate,
660bc7802e1f83fa6a7b2977,Emp_122,User Research,Advance,
660bc7802e1f83fa6a7b27e7,Emp_22,Data Analysis,Expert,
660bc7802e1f83fa6a7b27f2,Emp_25,Cryptography,Intermidiate,
660bc7802e1f83fa6a7b27fd,Emp_28,Java,Beginner,
660bc7802e1f83fa6a7b27fe,Emp_28,Continuous Deployment,Expert,
660bc7802e1f83fa6a7b280d,Emp_32,Interaction Design,Intermidiate,
660bc7802e1f83fa6a7b2816,Emp_34,Google Cloud Platform,Intermidiate,
660bc7802e1f83fa6a7b281c,Emp_36,.NET,Advance,
660bc7802e1f83fa6a7b2823,Emp_37,Product Management,Intermidiate,
660bc7802e1f83fa6a7b285b,Emp_51,Azure,Advance,
660bc7802e1f83fa6a7b2882,Emp_61,Penetration Testing,Expert,
660bc7802e1f83fa6a7b2897,Emp_66,Machine Learning,Expert,
660bc7802e1f83fa6a7b289a,Emp_67,Vue.js,Advance,
660bc7802e1f83fa6a7b28a0,Emp_69,Microservices,Intermidiate,
660bc7802e1f83fa6a7b28bc,Emp_76,Data Analysis,Intermidiate,
660bc7802e1f83fa6a7b28e9,Emp_87,Statistical Analysis,Advance,
660bc7802e1f83fa6a7b28ee,Emp_88,Data Science,Advance,
660bc7802e1f83fa6a7b28f9,Emp_91,Troubleshooting,Expert,
660bc7802e1f83fa6a7b2919,Emp_99,Network Security,Intermidiate,
660bc7802e1f83fa6a7b291e,Emp_100,Cybersecurity,Advance,
660bc7802e1f83fa6a7b2923,Emp_101,Continuous Deployment,Advance,
660bc7802e1f83fa6a7b2927,Emp_102,Continuous Integration,Advance,
660bc7802e1f83fa6a7b2928,Emp_103,Communication,Beginner,
660bc7802e1f83fa6a7b293e,Emp_108,Accessibility,Intermidiate,
660bc7802e1f83fa6a7b294a,Emp_111,Cryptography,Intermidiate,
660bc7802e1f83fa6a7b295b,Emp_115,UI/UX Design,Intermidiate,
660bc7802e1f83fa6a7b2963,Emp_117,SQL,Intermidiate,
660bc7802e1f83fa6a7b2791,Emp_1,C#,Expert,
660bc7802e1f83fa6a7b2799,Emp_3,Product Management,Advance,
660bc7802e1f83fa6a7b27b9,Emp_11,Java,Beginner,
660bc7802e1f83fa6a7b27d7,Emp_18,NoSQL,Beginner,
660bc7802e1f83fa6a7b27f6,Emp_26,Angular,Beginner,
660bc7802e1f83fa6a7b2809,Emp_31,Interaction Design,Advance,
660bc7802e1f83fa6a7b2814,Emp_34,Microservices,Advance,
660bc7802e1f83fa6a7b2836,Emp_42,Data Visualization,Expert,
660bc7802e1f83fa6a7b2839,Emp_43,Wireframing,Intermidiate,
660bc7802e1f83fa6a7b283e,Emp_44,Objective-C,Expert,
660bc7802e1f83fa6a7b2840,Emp_45,Kubernetes,Intermidiate,
660bc7802e1f83fa6a7b284c,Emp_48,Java,Intermidiate,
660bc7802e1f83fa6a7b2854,Emp_50,Business Analysis,Beginner,
660bc7802e1f83fa6a7b285f,Emp_52,Django,Intermidiate,
660bc7802e1f83fa6a7b2860,Emp_53,Technical Writing,Intermidiate,
660bc7802e1f83fa6a7b2875,Emp_58,Data Analysis,Beginner,
660bc7802e1f83fa6a7b28a5,Emp_70,UI/UX Design,Beginner,
660bc7802e1f83fa6a7b28a7,Emp_70,Containerization,Intermidiate,
660bc7802e1f83fa6a7b28aa,Emp_71,Problem Solving,Expert,
660bc7802e1f83fa6a7b28c0,Emp_77,Artificial Intelligence,Beginner,
660bc7802e1f83fa6a7b28db,Emp_83,Vue.js,Intermidiate,
660bc7802e1f83fa6a7b28ea,Emp_87,Flask,Expert,
660bc7802e1f83fa6a7b2904,Emp_94,User Research,Advance,
660bc7802e1f83fa6a7b2914,Emp_98,Cryptography,Advance,
660bc7802e1f83fa6a7b291a,Emp_99,PHP,Expert,
660bc7802e1f83fa6a7b2947,Emp_110,Kubernetes,Advance,
660bc7802e1f83fa6a7b294c,Emp_112,Cybersecurity,Intermidiate,
660bc7802e1f83fa6a7b2950,Emp_113,Statistical Analysis,Beginner,
660bc7802e1f83fa6a7b2966,Emp_118,Git,Intermidiate,
660bc7802e1f83fa6a7b2792,Emp_1,React,Intermidiate,
660bc7802e1f83fa6a7b278c,Emp_0,Troubleshooting,Advance,
660bc7802e1f83fa6a7b2793,Emp_1,Vue.js,Intermidiate,
660bc7802e1f83fa6a7b27b1,Emp_9,Continuous Deployment,Advance,
660bc7802e1f83fa6a7b27c1,Emp_13,DevOps,Beginner,
660bc7802e1f83fa6a7b27df,Emp_20,User Stories,Intermidiate,
660bc7802e1f83fa6a7b27ec,Emp_24,Swift,Intermidiate,
660bc7802e1f83fa6a7b27ed,Emp_24,Network Security,Advance,
660bc7802e1f83fa6a7b27f8,Emp_27,Azure,Expert,
660bc7802e1f83fa6a7b2804,Emp_30,SQL,Expert,
660bc7802e1f83fa6a7b2808,Emp_31,Technical Writing,Advance,
660bc7802e1f83fa6a7b280a,Emp_31,Agile Methodologies,Beginner,
660bc7802e1f83fa6a7b2810,Emp_33,NoSQL,Intermidiate,
660bc7802e1f83fa6a7b2837,Emp_42,Objective-C,Advance,
660bc7802e1f83fa6a7b2844,Emp_46,PHP,Intermidiate,
660bc7802e1f83fa6a7b285d,Emp_52,Responsive Design,Beginner,
660bc7802e1f83fa6a7b286b,Emp_55,JavaScript,Expert,
660bc7802e1f83fa6a7b286c,Emp_56,React,Advance,
660bc7802e1f83fa6a7b2888,Emp_63,Requirements Analysis,Intermidiate,
660bc7802e1f83fa6a7b288a,Emp_63,Django,Expert,
660bc7802e1f83fa6a7b289b,Emp_67,JavaScript,Advance,
660bc7802e1f83fa6a7b28ac,Emp_72,Python,Expert,
660bc7802e1f83fa6a7b28b1,Emp_73,C#,Expert,
660bc7802e1f83fa6a7b28b5,Emp_74,RESTful API,Advance,
660bc7802e1f83fa6a7b28f4,Emp_90,Continuous Deployment,Advance,
660bc7802e1f83fa6a7b290f,Emp_96,MongoDB,Advance,
660bc7802e1f83fa6a7b2932,Emp_105,Artificial Intelligence,Expert,
660bc7802e1f83fa6a7b293f,Emp_108,Docker,Beginner,
660bc7802e1f83fa6a7b2945,Emp_110,.NET,Advance,
660bc7802e1f83fa6a7b2975,Emp_122,AWS,Beginner,
660bc7802e1f83fa6a7b297b,Emp_123,Problem Solving,Expert,
660bc7802e1f83fa6a7b2795,Emp_2,C#,Expert,
660bc7802e1f83fa6a7b27a2,Emp_5,Python,Expert,
660bc7802e1f83fa6a7b27a9,Emp_7,AWS,Advance,
660bc7802e1f83fa6a7b27ad,Emp_8,Leadership,Expert,
660bc7802e1f83fa6a7b27b0,Emp_9,Ruby,Intermidiate,
660bc7802e1f83fa6a7b27c5,Emp_14,UI/UX Design,Advance,
660bc7802e1f83fa6a7b27dc,Emp_20,Node.js,Beginner,
660bc7802e1f83fa6a7b27e0,Emp_21,Google Cloud Platform,Intermidiate,
660bc7802e1f83fa6a7b27eb,Emp_23,HTML,Advance,
660bc7802e1f83fa6a7b2813,Emp_33,Objective-C,Advance,
660bc7802e1f83fa6a7b2818,Emp_35,Network Security,Expert,
660bc7802e1f83fa6a7b282d,Emp_40,MongoDB,Advance,
660bc7802e1f83fa6a7b2856,Emp_50,Java,Beginner,
660bc7802e1f83fa6a7b285e,Emp_52,Git,Advance,
660bc7802e1f83fa6a7b2880,Emp_61,Behavior-Driven Development,Beginner,
660bc7802e1f83fa6a7b2881,Emp_61,Django,Expert,
660bc7802e1f83fa6a7b2885,Emp_62,Swift,Expert,
660bc7802e1f83fa6a7b2892,Emp_65,Flask,Beginner,
660bc7802e1f83fa6a7b2895,Emp_66,Scrum,Intermidiate,
660bc7802e1f83fa6a7b28b2,Emp_73,Data Visualization,Intermidiate,
660bc7802e1f83fa6a7b28b9,Emp_75,MongoDB,Beginner,
660bc7802e1f83fa6a7b28ba,Emp_75,Django,Beginner,
660bc7802e1f83fa6a7b28c4,Emp_78,Swift,Expert,
660bc7802e1f83fa6a7b28e8,Emp_87,Agile Product Management,Intermidiate,
660bc7802e1f83fa6a7b28f1,Emp_89,Agile Product Management,Beginner,
660bc7802e1f83fa6a7b2900,Emp_93,Agile Product Management,Intermidiate,
660bc7802e1f83fa6a7b2907,Emp_94,Objective-C,Beginner,
660bc7802e1f83fa6a7b2968,Emp_119,Containerization,Beginner,
660bc7802e1f83fa6a7b296d,Emp_120,Containerization,Advance,
660bc7802e1f83fa6a7b297a,Emp_123,Docker,Beginner,
660bc7802e1f83fa6a7b27a5,Emp_6,Continuous Deployment,Intermidiate,
660bc7802e1f83fa6a7b27bd,Emp_12,Kubernetes,Beginner,
660bc7802e1f83fa6a7b27bf,Emp_12,Network Security,Beginner,
660bc7802e1f83fa6a7b27c3,Emp_13,Flask,Beginner,
660bc7802e1f83fa6a7b27ca,Emp_15,MongoDB,Expert,
660bc7802e1f83fa6a7b27d3,Emp_17,CI/CD,Expert,
660bc7802e1f83fa6a7b27f4,Emp_26,Cybersecurity,Expert,
660bc7802e1f83fa6a7b27fa,Emp_27,Product Management,Beginner,
660bc7802e1f83fa6a7b2802,Emp_29,Cryptography,Advance,
660bc7802e1f83fa6a7b280f,Emp_32,React,Beginner,
660bc7802e1f83fa6a7b281a,Emp_35,UI/UX Design,Beginner,
660bc7802e1f83fa6a7b2820,Emp_37,Data Science,Advance,
660bc7802e1f83fa6a7b283f,Emp_44,Java,Expert,
660bc7802e1f83fa6a7b2849,Emp_47,Prototyping,Beginner,
660bc7802e1f83fa6a7b284d,Emp_48,Business Analysis,Beginner,
660bc7802e1f83fa6a7b287e,Emp_60,Docker,Beginner,
660bc7802e1f83fa6a7b2893,Emp_65,Problem Solving,Advance,
660bc7802e1f83fa6a7b28bf,Emp_76,Leadership,Intermidiate,
660bc7802e1f83fa6a7b28d7,Emp_82,Containerization,Beginner,
660bc7802e1f83fa6a7b28dc,Emp_84,Problem Solving,Intermidiate,
660bc7802e1f83fa6a7b2901,Emp_93,HTML,Intermidiate,
660bc7802e1f83fa6a7b2911,Emp_97,Support,Expert,
660bc7802e1f83fa6a7b2918,Emp_99,Artificial Intelligence,Intermidiate,
660bc7802e1f83fa6a7b292e,Emp_104,Product Management,Intermidiate,
660bc7802e1f83fa6a7b2934,Emp_106,AWS,Advance,
660bc7802e1f83fa6a7b2943,Emp_109,PostgreSQL,Expert,
660bc7802e1f83fa6a7b294d,Emp_112,DevOps,Advance,
660bc7802e1f83fa6a7b297e,Emp_124,Flask,Beginner,
660bc7802e1f83fa6a7b27a6,Emp_6,PHP,Advance,
660bc7802e1f83fa6a7b27af,Emp_8,PHP,Beginner,
660bc7802e1f83fa6a7b27b8,Emp_11,Collaboration,Beginner,
660bc7802e1f83fa6a7b27c4,Emp_14,GraphQL,Advance,
660bc7802e1f83fa6a7b27d5,Emp_18,C#,Advance,
660bc7802e1f83fa6a7b27da,Emp_19,Agile Methodologies,Intermidiate,
660bc7802e1f83fa6a7b27dd,Emp_20,Information Security,Advance,
660bc7802e1f83fa6a7b27e2,Emp_21,C#,Intermidiate,
660bc7802e1f83fa6a7b27fc,Emp_28,Business Analysis,Beginner,
660bc7802e1f83fa6a7b280b,Emp_31,CSS,Expert,
660bc7802e1f83fa6a7b2831,Emp_41,Data Visualization,Intermidiate,
660bc7802e1f83fa6a7b283b,Emp_43,Docker,Advance,
660bc7802e1f83fa6a7b283d,Emp_44,Google Cloud Platform,Beginner,
660bc7802e1f83fa6a7b2842,Emp_45,Kotlin,Intermidiate,
660bc7802e1f83fa6a7b2846,Emp_46,Requirements Analysis,Beginner,
660bc7802e1f83fa6a7b285a,Emp_51,PHP,Expert,
660bc7802e1f83fa6a7b286e,Emp_56,NoSQL,Expert,
660bc7802e1f83fa6a7b2878,Emp_59,Scrum,Beginner,
660bc7802e1f83fa6a7b287a,Emp_59,Continuous Integration,Advance,
660bc7802e1f83fa6a7b287d,Emp_60,Kotlin,Expert,
660bc7802e1f83fa6a7b288e,Emp_64,Cybersecurity,Expert,
660bc7802e1f83fa6a7b2890,Emp_65,Ruby,Intermidiate,
660bc7802e1f83fa6a7b28a3,Emp_69,Ruby,Expert,
660bc7802e1f83fa6a7b28b0,Emp_73,Support,Beginner,
660bc7802e1f83fa6a7b28b3,Emp_73,NoSQL,Expert,
660bc7802e1f83fa6a7b28be,Emp_76,Business Analysis,Expert,
660bc7802e1f83fa6a7b28c3,Emp_77,SQL,Intermidiate,
660bc7802e1f83fa6a7b28cc,Emp_80,Python,Advance,
660bc7802e1f83fa6a7b28d0,Emp_81,Cybersecurity,Beginner,
660bc7802e1f83fa6a7b28d6,Emp_82,MySQL,Intermidiate,
660bc7802e1f83fa6a7b28de,Emp_84,Requirements Analysis,Expert,
660bc7802e1f83fa6a7b28e2,Emp_85,Agile Methodologies,Expert,
660bc7802e1f83fa6a7b292a,Emp_103,Ruby,Expert,
660bc7802e1f83fa6a7b2944,Emp_110,Objective-C,Intermidiate,
660bc7802e1f83fa6a7b2946,Emp_110,Continuous Deployment,Beginner,
660bc7802e1f83fa6a7b2949,Emp_111,Django,Intermidiate,
660bc7802e1f83fa6a7b2976,Emp_122,UI/UX Design,Advance,
660bc7802e1f83fa6a7b2978,Emp_123,Azure,Intermidiate,
660bc7802e1f83fa6a7b297f,Emp_124,DevOps,Advance,
660bc7802e1f83fa6a7b279f,Emp_4,Continuous Deployment,Beginner,
660bc7802e1f83fa6a7b27a0,Emp_5,Agile Product Management,Beginner,
660bc7802e1f83fa6a7b27d9,Emp_19,Data Analysis,Beginner,
660bc7802e1f83fa6a7b27de,Emp_20,Statistical Analysis,Expert,
660bc7802e1f83fa6a7b27ea,Emp_23,Data Science,Advance,
660bc7802e1f83fa6a7b27f5,Emp_26,Statistical Analysis,Beginner,
660bc7802e1f83fa6a7b27f7,Emp_26,Collaboration,Intermidiate,
660bc7802e1f83fa6a7b2817,Emp_34,RESTful API,Expert,
660bc7802e1f83fa6a7b281d,Emp_36,Swift,Beginner,
660bc7802e1f83fa6a7b282a,Emp_39,Objective-C,Intermidiate,
660bc7802e1f83fa6a7b282b,Emp_39,Azure,Beginner,
660bc7802e1f83fa6a7b282c,Emp_40,Ruby,Intermidiate,
660bc7802e1f83fa6a7b282f,Emp_40,Objective-C,Expert,
660bc7802e1f83fa6a7b2841,Emp_45,Containerization,Intermidiate,
660bc7802e1f83fa6a7b2876,Emp_58,Flask,Expert,
660bc7802e1f83fa6a7b2887,Emp_62,Prototyping,Expert,
660bc7802e1f83fa6a7b2889,Emp_63,Angular,Advance,
660bc7802e1f83fa6a7b2899,Emp_67,RESTful API,Expert,
660bc7802e1f83fa6a7b28d8,Emp_83,Containerization,Intermidiate,
660bc7802e1f83fa6a7b28e4,Emp_86,User Stories,Beginner,
660bc7802e1f83fa6a7b28e6,Emp_86,Microservices,Expert,
660bc7802e1f83fa6a7b28f8,Emp_91,Containerization,Expert,
660bc7802e1f83fa6a7b28fc,Emp_92,Agile Product Management,Advance,
660bc7802e1f83fa6a7b2905,Emp_94,Scrum,Expert,
660bc7802e1f83fa6a7b2936,Emp_106,Python,Expert,
660bc7802e1f83fa6a7b2954,Emp_114,JavaScript,Expert,
660bc7802e1f83fa6a7b297c,Emp_124,PostgreSQL,Advance,
660bc7802e1f83fa6a7b279e,Emp_4,Documentation,Advance,
660bc7802e1f83fa6a7b27c0,Emp_13,Information Security,Beginner,
660bc7802e1f83fa6a7b27d6,Emp_18,Communication,Advance,
660bc7802e1f83fa6a7b27d8,Emp_19,Technical Writing,Intermidiate,
660bc7802e1f83fa6a7b27db,Emp_19,MongoDB,Intermidiate,
660bc7802e1f83fa6a7b27ef,Emp_24,AWS,Advance,
660bc7802e1f83fa6a7b280c,Emp_32,Information Security,Expert,
660bc7802e1f83fa6a7b2815,Emp_34,MongoDB,Expert,
660bc7802e1f83fa6a7b281e,Emp_36,Data Analysis,Intermidiate,
660bc7802e1f83fa6a7b2848,Emp_47,Network Security,Beginner,
660bc7802e1f83fa6a7b284f,Emp_48,NoSQL,Expert,
660bc7802e1f83fa6a7b2857,Emp_50,SQL,Intermidiate,
660bc7802e1f83fa6a7b28c2,Emp_77,Vue.js,Advance,
660bc7802e1f83fa6a7b28d1,Emp_81,Vue.js,Advance,
660bc7802e1f83fa6a7b28d3,Emp_81,Leadership,Advance,
660bc7802e1f83fa6a7b28d4,Emp_82,Swift,Expert,
660bc7802e1f83fa6a7b28da,Emp_83,Problem Solving,Intermidiate,
660bc7802e1f83fa6a7b28e3,Emp_85,Agile Product Management,Advance,
660bc7802e1f83fa6a7b28e7,Emp_86,.NET,Intermidiate,
660bc7802e1f83fa6a7b28fb,Emp_91,MongoDB,Beginner,
660bc7802e1f83fa6a7b290c,Emp_96,Kotlin,Beginner,
660bc7802e1f83fa6a7b291f,Emp_100,Network Security,Advance,
660bc7802e1f83fa6a7b2930,Emp_105,MySQL,Beginner,
660bc7802e1f83fa6a7b2933,Emp_105,Collaboration,Advance,
660bc7802e1f83fa6a7b2948,Emp_111,AWS,Expert,
660bc7802e1f83fa6a7b294b,Emp_111,Containerization,Expert,
660bc7802e1f83fa6a7b2951,Emp_113,HTML,Intermidiate,
660bc7802e1f83fa6a7b2973,Emp_121,Documentation,Expert,
660bc7802e1f83fa6a7b278d,Emp_0,GraphQL,Expert,
660bc7802e1f83fa6a7b27a4,Emp_6,Django,Expert,
660bc7802e1f83fa6a7b27b4,Emp_10,Penetration Testing,Advance,
660bc7802e1f83fa6a7b27c8,Emp_15,Statistical Analysis,Advance,
660bc7802e1f83fa6a7b27ce,Emp_16,Agile Product Management,Advance,
660bc7802e1f83fa6a7b27e6,Emp_22,Data Visualization,Intermidiate,
660bc7802e1f83fa6a7b27f0,Emp_25,Test-Driven Development,Beginner,
660bc7802e1f83fa6a7b27fb,Emp_27,Accessibility,Expert,
660bc7802e1f83fa6a7b280e,Emp_32,Agile Product Management,Beginner,
660bc7802e1f83fa6a7b2819,Emp_35,Django,Expert,
660bc7802e1f83fa6a7b2824,Emp_38,Problem Solving,Beginner,
660bc7802e1f83fa6a7b282e,Emp_40,DevOps,Advance,
660bc7802e1f83fa6a7b2830,Emp_41,CSS,Expert,
660bc7802e1f83fa6a7b2851,Emp_49,Data Analysis,Advance,
660bc7802e1f83fa6a7b2852,Emp_49,Node.js,Advance,
660bc7802e1f83fa6a7b2853,Emp_49,RESTful API,Intermidiate,
660bc7802e1f83fa6a7b287b,Emp_59,Support,Beginner,
660bc7802e1f83fa6a7b288d,Emp_64,Wireframing,Intermidiate,
660bc7802e1f83fa6a7b288f,Emp_64,Azure,Intermidiate,
660bc7802e1f83fa6a7b289d,Emp_68,Python,Expert,
660bc7802e1f83fa6a7b28ad,Emp_72,Agile Methodologies,Intermidiate,
660bc7802e1f83fa6a7b28c9,Emp_79,Cybersecurity,Intermidiate,
660bc7802e1f83fa6a7b28e5,Emp_86,Information Security,Beginner,
660bc7802e1f83fa6a7b28ed,Emp_88,HTML,Beginner,
